;accumulated_codon_frequencies;padj;log2FoldChange.shrunk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR10G7;0.022435897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METRNL;0.022435897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRGQ;0.022435897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIRREL1;0.022427441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C19orf85;0.022421525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRRN2;0.022408964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFEB;0.022403259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLRP6;0.022396417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH1;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITM2C;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CD82;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSCAR;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITPRIPL2;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKX2-1;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B3GNT7;0.02238806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRADD;0.022364217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR51I2;0.022364217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYNC2I2;0.022346369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRC;0.022346369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM132E;0.022325581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM39B;0.022312373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTRC;0.022304833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RADIL;0.022304833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KANK2;0.022300469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF319;0.022298456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEX264;0.022292994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FCN2;0.022292994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLA-E;0.022284123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MLXIPL;0.022274326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC52A1;0.022271715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBTB16;0.022255193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CELA2A;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCE3A;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HES6;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WNT5B;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHAD;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR10T2;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR52K2;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC8B1;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRPV2;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR2Z1;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM20C;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2BC18;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBK3;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR14A2;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRTAP20-4;0.022222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADRA2B;0.022172949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERPINA6;0.022167488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LARGE2;0.022160665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KCNQ1;0.022156573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WDR83;0.022151899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR10H2;0.022151899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOWAHD;0.022151899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPI1;0.022140221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSD17B14;0.022140221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TBC1D16;0.022135417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMAD6;0.022132797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OGFR;0.022123894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTK6;0.022123894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GGTLC3;0.022123894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4GALT1;0.022123894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARHGAP23;0.022117962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IL17B;0.022099448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OPA3;0.022099448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAEP;0.022099448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REXO1;0.022094926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDH15;0.02208589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPNE7;0.022082019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR10H3;0.022082019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITGB2;0.022077922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF672;0.022075055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SARM1;0.022068966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH2;0.022058824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDK2;0.022058824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMZ1;0.022044088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSCN3;0.022044088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KLF1;0.022038567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBTB46;0.022033898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAPTM4B;0.022026432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALDH3A1;0.022026432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM204;0.022026432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOX2;0.022012579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR6Q1;0.022012579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF771;0.022012579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACY1;0.02200489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NFIC;0.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRT5;0.021996616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPS6KA4;0.021992238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEUROG2;0.021978022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OLIG3;0.021978022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYPL2;0.021978022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPVL3;0.021978022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM83F;0.021956088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR51E1;0.021943574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR2T3;0.021943574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR2T34;0.021943574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XYLT2;0.021939954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF186;0.021929825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACD;0.021929825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RND2;0.021929825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMED1;0.021929825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GDF6;0.021929825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPK11;0.021917808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRX3;0.021912351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APCDD1L;0.021912351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMTK3;0.021902806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSB1;0.02189781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRTCAP2;0.02189781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKX2-2;0.02189781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H3-7;0.02189781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGIRR;0.02189781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIGA2;0.021885522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCAP;0.021875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPR31;0.021875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACY3;0.021875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZIC5;0.021875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERF;0.021857923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1orf202;0.021857923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAHCC1;0.021847451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAGA;0.02184466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRR7;0.021818182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ODF3L1;0.021818182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR51E2;0.021806854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYOD1;0.021806854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR52N1;0.021806854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGAP3;0.021806854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NIBAN2;0.021798365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBX6;0.021791768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL20A1;0.021789883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPRIN2;0.021786492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RASIP1;0.021784232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC11A1;0.021778584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC22A6;0.021778584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC22A11;0.021778584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLA1;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAGN1;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DUSP1;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC27A4;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NDOR1;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPL41;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUS81;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC16A5;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NDUFB7;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM143;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNTA1;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRGPRD;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOR2A;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRRC3C;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLRP2B;0.02173913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWA5B2;0.021721641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VPS51;0.021711367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DVL2;0.021709634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTPN18;0.021691974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC4A11;0.021689498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARHGAP45;0.021682567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPR62;0.021680217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PURA;0.021671827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TBC1D24;0.02166065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIPK4;0.021656051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCNN1A;0.021645022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLXNA2;0.021635884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNFAIP8L2;0.021621622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM89A;0.021621622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF205;0.021621622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REEP6;0.021621622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLEC11A;0.021604938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR51S1;0.021604938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRWD1;0.021604938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CORO7;0.021598272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF7;0.021577381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP13A1;0.021576763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACOT7;0.021563342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACAP3;0.021556886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC39A1;0.021538462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKX2-5;0.021538462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HPN;0.0215311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIAS4;0.021526419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRSS56;0.021523179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCE3E;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCE3D;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC35F6;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FHIP2B;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRTAP4-8;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GFRA2;0.021505376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTPRF;0.02148847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYC1;0.021472393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP2A1;0.021472393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDIT4;0.021459227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIFM3;0.021452145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRID2IP;0.021452145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPR45;0.021447721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABCD1;0.021447721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC43A1;0.021428571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOC112694756;0.021428571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABCA7;0.021425245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM9SF1;0.021416804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRRC4;0.021406728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP6V1B1;0.021400778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RASSF7;0.021390374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC17A7;0.021390374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOXI3;0.021377672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TINAGL1;0.021367521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOXL3;0.021367521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM131C;0.021352313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KCND3;0.021341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4GALT7;0.021341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ART1;0.021341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCL9L;0.021333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGSM3;0.021333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PYGB;0.021327014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PODNL1;0.021327014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPX7;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMPD2;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P2RY6;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR13A1;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCL14;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCL3L3;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYBC1;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC35E4;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMIM36;0.021276596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLEKHN1;0.02124183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOXN4;0.021235521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHRNG;0.021235521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVD;0.021226415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LENG8;0.021223471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NIPA1;0.021212121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYO7A;0.021209386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC;0.021204411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNASE1;0.021201413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIANP;0.021201413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENDOV;0.021201413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIFC3;0.021201413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CD8A;0.021186441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLT3LG;0.021186441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCAMP5;0.021186441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRTAP4-16;0.021186441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC9A5;0.021181717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC22A18;0.021176471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACTRT2;0.021164021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACTA1;0.021164021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSM2;0.021164021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF215;0.021164021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM6SF2;0.021164021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GFI1B;0.021148036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATG2A;0.02114492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLCD1;0.021136063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CELSR3;0.021128886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3orf22;0.021126761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDX1;0.021126761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STUM;0.021126761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOC122455342;0.021126761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASIC4;0.021113244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASCL1;0.021097046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAL1;0.021084337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR6B3;0.021084337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GSG1L;0.021084337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S100A1;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HRAS;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP53I11;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPK3;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATG4D;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGLEC1;0.021052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP5Z1;0.021039604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TBL3;0.021013597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DHCR7;0.021008403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA1522;0.021004566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISLR;0.020979021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HBQ1;0.020979021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GJA4;0.020958084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AWAT2;0.020958084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP3K10;0.020942408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSBPL5;0.020935961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC4A2;0.020933977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIP5K1C;0.020926756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM127;0.020920502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GCGR;0.020920502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCHS1;0.020915429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LZTS2;0.020895522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CARD14;0.020895522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEUROD2;0.020887728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KCP;0.0208717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDCD6;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC31A2;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B3GAT3;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TSPAN9;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CIB1;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROGDI;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DLX3;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOXP3;0.020833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPHA10;0.020812686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADGRG5;0.020793951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTSA;0.020790021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGM1;0.020782396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACKR2;0.020779221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROKR2;0.020779221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACKR1;0.020771513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
